0, 0 %, 65.16 W;1, 0 %, 63.65 W;2, 0 %, 56.87 W;3, 17 %, 181.41 W; @1786707338
0, 55 %, 349.41 W;1, 62 %, 333.74 W;2, 44 %, 355.64 W;3, 17 %, 177.18 W; @1786707341
0, 98 %, 486.34 W;1, 88 %, 450.27 W;2, 99 %, 466.09 W;3, 54 %, 259.81 W; @1786707343
0, 0 %, 96.82 W;1, 0 %, 87.41 W;2, 0 %, 86.11 W;3, 17 %, 148.33 W; @1786707345
0, 0 %, 65.44 W;1, 0 %, 64.94 W;2, 0 %, 57.93 W;3, 14 %, 128.76 W; @1786707348
0, 0 %, 65.31 W;1, 0 %, 64.37 W;2, 0 %, 57.81 W;3, 7 %, 130.66 W; @1786707350
0, 0 %, 64.99 W;1, 0 %, 64.21 W;2, 0 %, 57.45 W;3, 12 %, 117.40 W; @1786707352
0, 0 %, 64.86 W;1, 0 %, 63.62 W;2, 0 %, 56.49 W;3, 34 %, 198.34 W; @1786707354
0, 0 %, 64.87 W;1, 0 %, 63.33 W;2, 0 %, 56.04 W;3, 30 %, 176.19 W; @1786707357
0, 98 %, 504.71 W;1, 98 %, 466.27 W;2, 0 %, 410.93 W;3, 37 %, 158.81 W; @1786707359
0, 99 %, 488.59 W;1, 99 %, 450.67 W;2, 99 %, 449.33 W;3, 25 %, 146.74 W; @1786707361
0, 99 %, 539.68 W;1, 98 %, 492.38 W;2, 100 %, 514.40 W;3, 27 %, 136.34 W; @1786707363
0, 83 %, 501.35 W;1, 37 %, 456.12 W;2, 99 %, 480.66 W;3, 19 %, 117.29 W; @1786707365
0, 99 %, 527.72 W;1, 99 %, 479.28 W;2, 99 %, 503.74 W;3, 0 %, 52.30 W; @1786707367
0, 99 %, 550.87 W;1, 99 %, 508.01 W;2, 99 %, 528.13 W;3, 0 %, 51.95 W; @1786707369
0, 99 %, 370.60 W;1, 99 %, 494.21 W;2, 100 %, 508.57 W;3, 0 %, 52.08 W; @1786707371
0, 99 %, 401.68 W;1, 100 %, 190.34 W;2, 99 %, 280.06 W;3, 0 %, 51.30 W; @1786707374
