0, 0 %, 3 MiB, 21.49 W;1, 0 %, 3 MiB, 23.30 W;2, 0 %, 3 MiB, 11.99 W;3, 0 %, 3 MiB, 7.65 W; @1786712904
0, 0 %, 3 MiB, 21.52 W;1, 0 %, 3 MiB, 23.61 W;2, 0 %, 3 MiB, 12.22 W;3, 0 %, 3 MiB, 7.97 W; @1786712908
0, 0 %, 3 MiB, 21.13 W;1, 0 %, 3 MiB, 23.13 W;2, 0 %, 3 MiB, 12.10 W;3, 0 %, 3 MiB, 7.76 W; @1786712911
0, 0 %, 504 MiB, 63.90 W;1, 0 %, 504 MiB, 62.99 W;2, 0 %, 504 MiB, 53.64 W;3, 0 %, 3 MiB, 8.19 W; @1786712914
0, 0 %, 504 MiB, 63.82 W;1, 0 %, 504 MiB, 62.51 W;2, 0 %, 504 MiB, 54.38 W;3, 0 %, 3 MiB, 7.47 W; @1786712917
0, 0 %, 504 MiB, 63.63 W;1, 0 %, 504 MiB, 62.68 W;2, 0 %, 504 MiB, 54.32 W;3, 0 %, 3 MiB, 7.60 W; @1786712920
0, 0 %, 504 MiB, 63.74 W;1, 0 %, 504 MiB, 62.77 W;2, 0 %, 504 MiB, 53.95 W;3, 0 %, 3 MiB, 7.70 W; @1786712923
0, 0 %, 504 MiB, 63.55 W;1, 0 %, 504 MiB, 61.92 W;2, 0 %, 504 MiB, 54.38 W;3, 0 %, 3 MiB, 7.13 W; @1786712926
0, 0 %, 504 MiB, 55.95 W;1, 0 %, 504 MiB, 62.39 W;2, 0 %, 504 MiB, 54.26 W;3, 0 %, 3 MiB, 7.32 W; @1786712929
0, 0 %, 504 MiB, 22.55 W;1, 0 %, 504 MiB, 24.64 W;2, 0 %, 504 MiB, 13.28 W;3, 0 %, 3 MiB, 7.50 W; @1786712933
0, 0 %, 504 MiB, 21.91 W;1, 0 %, 504 MiB, 23.62 W;2, 0 %, 504 MiB, 12.32 W;3, 0 %, 3 MiB, 7.04 W; @1786712936
0, 0 %, 504 MiB, 21.93 W;1, 0 %, 504 MiB, 25.06 W;2, 0 %, 504 MiB, 12.22 W;3, 0 %, 3 MiB, 6.83 W; @1786712939
0, 0 %, 504 MiB, 22.03 W;1, 0 %, 504 MiB, 24.15 W;2, 0 %, 504 MiB, 12.25 W;3, 0 %, 3 MiB, 7.42 W; @1786712942
0, 0 %, 504 MiB, 21.77 W;1, 0 %, 504 MiB, 24.19 W;2, 0 %, 504 MiB, 12.35 W;3, 0 %, 3 MiB, 7.51 W; @1786712945
0, 0 %, 504 MiB, 21.62 W;1, 0 %, 504 MiB, 24.48 W;2, 0 %, 504 MiB, 12.46 W;3, 0 %, 3 MiB, 7.51 W; @1786712948
0, 0 %, 504 MiB, 21.94 W;1, 0 %, 504 MiB, 24.16 W;2, 0 %, 504 MiB, 12.23 W;3, 0 %, 3 MiB, 7.68 W; @1786712951
0, 0 %, 504 MiB, 21.78 W;1, 0 %, 504 MiB, 23.77 W;2, 0 %, 504 MiB, 12.20 W;3, 0 %, 3 MiB, 7.38 W; @1786712955
